ageRange,industry,annualSalary,addIncome,currency,workCountry,usState,usCity,overallProExp,fieldExp,eduLevel,gender,race,totalCompensation,compUSD
45-54,Property or Construction,85000,25000.0,GBP,UK,,London ,21-30,11-20,High School,Woman,White,110000.0,147400.0
25-34,Computing or Tech,165000,35000.0,USD,USA,Washington,Bothell,8-10,8-10,College degree,Man,White,200000.0,200000.0
35-44,Nonprofits,65000,0.0,USD,USA,Ohio,Kirtland,11-20,11-20,College degree,Woman,White,65000.0,65000.0
35-44,Computing or Tech,59000,0.0,USD,USA,Massachusetts,Northampton,8-10,5-7,College degree,Man,White,59000.0,59000.0
25-34,library,80000,0.0,CAD,CANADA,,Vancouver,8-10,2-4,Master's degree,Non-binary,White,80000.0,57600.0
25-34,Law,100000,30000.0,USD,USA,Washington,Seattle,5-7,5-7,"Professional degree (MD, JD, etc.)",Woman,White,130000.0,130000.0
25-34,Engineering or Manufacturing,82500,0.0,USD,USA,Ohio,Columbus,11-20,8-10,Some college,Woman,White,82500.0,82500.0
35-44,Law,180000,0.0,USD,USA,Pennsylvania,Philadelphia suburbs,11-20,11-20,"Professional degree (MD, JD, etc.)",Woman,White,180000.0,180000.0
25-34,Education (Higher Education),44000,0.0,USD,USA,New Jersey,,5-7,5-7,Master's degree,Non-binary,Another option not listed here or prefer not to answer,44000.0,44000.0
35-44,Energy,173000,20000.0,USD,USA,Texas,Houston,11-20,11-20,Master's degree,Woman,White,193000.0,193000.0
25-34,Real estate,31200,0.0,USD,USA,Illinois,Chicago,2-4,2-4,College degree,Non-binary,White,31200.0,31200.0
18-24,Insurance,82000,5000.0,USD,USA,Maryland,Chevy Chase,2-4,2-4,Master's degree,Woman,White,87000.0,87000.0
35-44,Government and Public Administration,83500,0.0,USD,USA,Minnesota,St. Paul,11-20,8-10,Master's degree,Woman,White,83500.0,83500.0
55-64,"Accounting, Banking & Finance",54000,0.0,USD,USA,Oklahoma,Tulsa,5-7,31-40,College degree,Woman,White,54000.0,54000.0
35-44,Education (Higher Education),29660,0.0,USD,USA,Utah,Salt Lake City,8-10,5-7,College degree,Woman,White,29660.0,29660.0
45-54,Nonprofits,73500,0.0,USD,USA,Georgia,Atlanta metro area,31-40,21-30,College degree,Woman,White,73500.0,73500.0
35-44,"Accounting, Banking & Finance",83000,5000.0,USD,USA,Illinois,Chicago,11-20,5-7,College degree,Woman,White,88000.0,88000.0
55-64,Business or Consulting,200000,0.0,USD,USA,Illinois,Mount Prospect,21-30,11-20,Master's degree,Man,White,200000.0,200000.0
45-54,"Accounting, Banking & Finance",102000,12000.0,USD,USA,California,Sacramento,21-30,21-30,College degree,Man,White,114000.0,114000.0
25-34,Nonprofits,120000,0.0,USD,USA,New York,NYC,2-4,2-4,College degree,Woman,White,120000.0,120000.0
25-34,Education (Higher Education),60000,0.0,USD,USA,Maryland,College Park,8-10,8-10,Master's degree,Woman,White,60000.0,60000.0
35-44,Engineering or Manufacturing,106193,7000.0,USD,USA,Colorado,Fort Collins,5-7,2-4,PhD,Woman,White,113193.0,113193.0
35-44,Recruitment or HR,65000,0.0,USD,USA,Massachusetts,Boston,11-20,5-7,Master's degree,Woman,White,65000.0,65000.0
25-34,Nonprofits,48000,0.0,CAD,CANADA,,Halifax,5-7,2-4,"Professional degree (MD, JD, etc.)",Woman,White,48000.0,34560.0
25-34,Government and Public Administration,103000,0.0,USD,USA,Virginia,Rosslyn,11-20,8-10,College degree,Woman,White,103000.0,103000.0
55-64,Law,72300,500.0,USD,USA,Florida,Sunrise,31-40,31-40,Some college,Woman,White,72800.0,72800.0
45-54,Education (Primary/Secondary),87000,0.0,CAD,CANADA,,Calgary,8-10,8-10,College degree,Woman,White,87000.0,62640.0
25-34,Nonprofits,47500,0.0,USD,USA,Colorado,Denver,8-10,5-7,Master's degree,Woman,White,47500.0,47500.0
55-64,Nonprofits,70000,2000.0,USD,USA,Nebraska,Omaha,31-40,21-30,College degree,Woman,White,72000.0,72000.0
25-34,Health care,95000,25250.0,USD,USA,Texas,Austin,8-10,5-7,College degree,Woman,White,120250.0,120250.0
35-44,"Accounting, Banking & Finance",82000,10000.0,USD,USA,Colorado,Denver,11-20,11-20,College degree,Woman,White,92000.0,92000.0
25-34,Computing or Tech,155000,0.0,USD,USA,California,San Francisco,8-10,5-7,College degree,Woman,White,155000.0,155000.0
25-34,Nonprofits,105000,2000.0,USD,USA,District of Columbia,Washington DC,11-20,8-10,College degree,Woman,White,107000.0,107000.0
35-44,Recruitment or HR,72000,2500.0,USD,USA,Michigan,Troy,11-20,8-10,Some college,Woman,White,74500.0,74500.0
25-34,Education (Higher Education),36000,0.0,USD,USA,District of Columbia,"Washington, DC",5-7,2-4,College degree,Woman,White,36000.0,36000.0
25-34,Supply Chain Distribution ,61800,0.0,USD,USA,Texas,Dallas,8-10,2-4,Master's degree,Woman,White,61800.0,61800.0
35-44,Health care,72000,0.0,USD,USA,Minnesota,Minneapolis,21-30,5-7,Some college,Woman,White,72000.0,72000.0
35-44,"Accounting, Banking & Finance",109700,0.0,USD,USA,Washington,Renton,11-20,11-20,Master's degree,Woman,White,109700.0,109700.0
25-34,Nonprofits,33150,500.0,USD,USA,Maryland,Would rather not answer ( would be very easy to figure out who i am),5-7,5-7,Master's degree,Woman,White,33650.0,33650.0
35-44,Retail,88500,8850.0,USD,USA,Minnesota,Minneapolis,11-20,8-10,College degree,Woman,White,97350.0,97350.0
25-34,Education (Higher Education),70000,0.0,USD,USA,New York,New York City,8-10,8-10,Master's degree,Woman,White,70000.0,70000.0
25-34,Nonprofits,50000,1250.0,USD,USA,Maine,Augusta,11-20,8-10,College degree,Woman,White,51250.0,51250.0
25-34,"Accounting, Banking & Finance",106000,11000.0,USD,USA,Indiana,Indianapolis,11-20,11-20,College degree,Woman,White,117000.0,117000.0
25-34,Government and Public Administration,72000,0.0,CAD,CANADA,,Toronto,5-7,2-4,Master's degree,Woman,White,72000.0,51840.0
45-54,Education (Higher Education),41000,0.0,USD,USA,Texas,Fort Worth,21-30,8-10,College degree,Woman,White,41000.0,41000.0
45-54,Engineering or Manufacturing,117000,30000.0,CAD,CANADA,,Vancouver,21-30,21-30,High School,Man,White,147000.0,105840.0
35-44,Law,62000,0.0,USD,USA,Pennsylvania,Pittsburgh,21-30,21-30,College degree,Woman,White,62000.0,62000.0
45-54,Beauty/service industry ,72800,4000.0,USD,USA,California,Alameda,21-30,11-20,Some college,Woman,White,76800.0,76800.0
35-44,Health care,140000,10000.0,USD,USA,"Ohio, Wyoming",Remote; based out of Hudson,11-20,11-20,"Professional degree (MD, JD, etc.)",Woman,White,150000.0,150000.0
45-54,Education (Higher Education),50000,0.0,USD,USA,Michigan,Kalamazoo,31-40,5-7,College degree,Woman,White,50000.0,50000.0
35-44,Nonprofits,132000,16500.0,USD,USA,New York,New York City,11-20,11-20,College degree,Woman,White,148500.0,148500.0
25-34,Education (Higher Education),157000,0.0,USD,USA,New York,New York,11-20,8-10,Master's degree,Woman,White,157000.0,157000.0
25-34,Computing or Tech,154500,0.0,USD,USA,Ohio,Rural area ,11-20,5-7,Master's degree,Woman,White,154500.0,154500.0
18-24,"Accounting, Banking & Finance",58500,500.0,USD,USA,Colorado,Denver ,2-4,2-4,College degree,Woman,White,59000.0,59000.0
35-44,Engineering or Manufacturing,90000,1500.0,USD,USA,Pennsylvania,Allentown,11-20,11-20,College degree,Woman,White,91500.0,91500.0
55-64,Education (Primary/Secondary),43000,0.0,USD,USA,Ohio,Cincinnati,31-40,31-40,Master's degree,Woman,White,43000.0,43000.0
25-34,Entertainment,122000,12000.0,USD,USA,New York,New York City,11-20,11-20,College degree,Woman,White,134000.0,134000.0
45-54,Hospitality & Events,90000,0.0,USD,USA,Virginia,Reston,21-30,21-30,College degree,Woman,White,90000.0,90000.0
25-34,Education (Higher Education),45000,0.0,USD,USA,Pennsylvania,Philadelphia,5-7,2-4,Master's degree,Woman,White,45000.0,45000.0
55-64,Engineering or Manufacturing,65409,3000.0,USD,USA,Delaware,Wilmington ,31-40,5-7,Some college,Woman,White,68409.0,68409.0
25-34,Public Librarian,41800,0.0,USD,USA,Illinois,Zion,5-7,5-7,Master's degree,Woman,White,41800.0,41800.0
35-44,Government and Public Administration,105000,0.0,CAD,CANADA,,Ottawa,11-20,8-10,Master's degree,Woman,White,105000.0,75600.0
35-44,Computing or Tech,575000,40000.0,USD,USA,California,Bay Area,11-20,11-20,PhD,Woman,White,615000.0,615000.0
35-44,Nonprofits,68000,0.0,USD,USA,District of Columbia,Washington,11-20,11-20,College degree,Man,White,68000.0,68000.0
25-34,Health care,40000,0.0,CAD,CANADA,,Montreal,5-7,5-7,College degree,Woman,White,40000.0,28800.0
35-44,"Accounting, Banking & Finance",31000,2500.0,GBP,UK,,Glasgow,11-20,8-10,Some college,Woman,White,33500.0,44890.0
35-44,Computing or Tech,110000,20000.0,USD,USA,California,Oakland,11-20,5-7,Master's degree,Woman,White,130000.0,130000.0
35-44,Media & Digital,68195,8000.0,USD,USA,Colorado,Denver,11-20,11-20,College degree,Man,White,76195.0,76195.0
25-34,Computing or Tech,125000,5000.0,USD,USA,Massachusetts,Boston,5-7,5-7,College degree,Woman,White,130000.0,130000.0
25-34,"Marketing, Advertising & PR",45000,0.0,USD,USA,Florida,Orlando,5-7,2-4,College degree,Woman,White,45000.0,45000.0
25-34,Biotech/Pharma,116000,15000.0,USD,USA,California,Bay Area,0-1,0-1,PhD,Woman,White,131000.0,131000.0
45-54,Nonprofits,113150,0.0,USD,USA,Massachusetts,Waltham,31-40,21-30,College degree,Woman,White,113150.0,113150.0
45-54,Insurance,115000,5000.0,USD,USA,Nevada,Reno,21-30,21-30,College degree,Woman,White,120000.0,120000.0
25-34,Nonprofits,59600,1500.0,USD,USA,District of Columbia,Washington DC,5-7,5-7,College degree,Man,White,61100.0,61100.0
35-44,Nonprofits,39000,0.0,USD,USA,Maine,Bangor,11-20,8-10,High School,Woman,White,39000.0,39000.0
45-54,Computing or Tech,180000,0.0,USD,USA,Wisconsin,Madison,21-30,21-30,College degree,Man,White,180000.0,180000.0
25-34,Media & Digital,125000,10000.0,USD,USA,New York,New York City,11-20,8-10,College degree,Woman,White,135000.0,135000.0
25-34,Education (Higher Education),44226,300.0,USD,USA,Rhode Island,Providence,5-7,2-4,College degree,Woman,White,44526.0,44526.0
35-44,Computing or Tech,95000,10000.0,USD,USA,Illinois,Chicago,21-30,21-30,College degree,Woman,White,105000.0,105000.0
35-44,Computing or Tech,78800,0.0,USD,USA,Wisconsin,Madison,11-20,8-10,College degree,Woman,White,78800.0,78800.0
25-34,Agriculture or Forestry,31000,0.0,USD,USA,California,Fresno,8-10,8-10,College degree,Woman,White,31000.0,31000.0
25-34,Government and Public Administration,90580,0.0,CAD,CANADA,,Ottawa,8-10,5-7,Master's degree,Woman,White,90580.0,65217.6
25-34,Media & Digital,115000,0.0,USD,USA,New York,New York City,8-10,8-10,College degree,Woman,Asian or Asian American,115000.0,115000.0
35-44,Health care,60000,2500.0,USD,USA,Oregon,Springfield,21-30,11-20,Some college,Woman,White,62500.0,62500.0
35-44,Government and Public Administration,69000,0.0,USD,USA,Iowa,Des Moines,11-20,8-10,Master's degree,Woman,White,69000.0,69000.0
45-54,Transport or Logistics,29120,0.0,USD,USA,South Carolina,Moncks Corner ,11-20,5-7,Some college,Woman,White,29120.0,29120.0
25-34,"Marketing, Advertising & PR",76000,5000.0,USD,USA,California,Los Angeles,8-10,2-4,Master's degree,Woman,White,81000.0,81000.0
45-54,Insurance,50000,2000.0,USD,USA,Wisconsin,Milwaukee metro area,31-40,21-30,College degree,Woman,White,52000.0,52000.0
25-34,Entertainment,70000,5000.0,USD,USA,California,Los Angeles,11-20,8-10,College degree,Woman,White,75000.0,75000.0
35-44,Government and Public Administration,49377,0.0,USD,USA,California,Thousand Oaks,8-10,2-4,College degree,Woman,White,49377.0,49377.0
18-24,Computing or Tech,60900,4000.0,USD,USA,Massachusetts,Lexington,2-4,2-4,College degree,Woman,White,64900.0,64900.0
55-64,Law,90000,9000.0,USD,USA,District of Columbia,Washington,31-40,21-30,College degree,Woman,White,99000.0,99000.0
35-44,Computing or Tech,120000,12000.0,USD,USA,California,San Francisco,5-7,5-7,College degree,Woman,White,132000.0,132000.0
55-64,Nonprofits,60180,0.0,USD,USA,Michigan,East Lansing,21-30,21-30,College degree,Woman,White,60180.0,60180.0
25-34,Government and Public Administration,56160,0.0,USD,USA,North Dakota,Fargo,8-10,2-4,College degree,Woman,White,56160.0,56160.0
35-44,Law,235000,50000.0,USD,USA,California,Bay Area,11-20,8-10,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American,285000.0,285000.0
35-44,Education (Higher Education),64000,0.0,USD,USA,Colorado,Colorado Springs,11-20,11-20,Master's degree,Woman,White,64000.0,64000.0
45-54,Business or Consulting,185000,25000.0,USD,USA,California,San Diego,21-30,21-30,College degree,Woman,White,210000.0,210000.0
35-44,"Accounting, Banking & Finance",101000,0.0,USD,USA,Virginia,Lorton,21-30,11-20,Some college,Woman,White,101000.0,101000.0
25-34,Government and Public Administration,69422,0.0,CAD,CANADA,,Victoria,5-7,5-7,College degree,Woman,White,69422.0,49983.84
35-44,Retail,46000,0.0,USD,USA,Ohio,"Findlay, OH",11-20,5-7,Some college,Man,White,46000.0,46000.0
35-44,"Accounting, Banking & Finance",75000,0.0,USD,USA,New Jersey,Roseland ,8-10,5-7,College degree,Woman,White,75000.0,75000.0
25-34,Education (Primary/Secondary),42000,0.0,USD,USA,Colorado,Englewood,8-10,8-10,Master's degree,Woman,White,42000.0,42000.0
45-54,Health care,124000,0.0,USD,USA,Georgia,Atlanta metro area,21-30,21-30,"Professional degree (MD, JD, etc.)",Woman,White,124000.0,124000.0
25-34,Nonprofits,44000,0.0,USD,USA,Massachusetts,Cambridge,2-4,2-4,College degree,Non-binary,White,44000.0,44000.0
25-34,Nonprofits,69000,0.0,USD,USA,District of Columbia,"Washington, DC",5-7,5-7,College degree,Woman,White,69000.0,69000.0
18-24,Education (Primary/Secondary),31776,0.0,USD,USA,Texas,College Station,2-4,0-1,College degree,Woman,White,31776.0,31776.0
25-34,Education (Primary/Secondary),82650,0.0,USD,USA,Massachusetts,a suburb of Boston,11-20,11-20,"Professional degree (MD, JD, etc.)",Non-binary,White,82650.0,82650.0
25-34,Transport or Logistics,57000,1200.0,USD,USA,Indiana,South Bend,5-7,2-4,College degree,Woman,White,58200.0,58200.0
25-34,"Accounting, Banking & Finance",65000,250.0,USD,USA,Texas,Dallas,5-7,5-7,College degree,Woman,White,65250.0,65250.0
25-34,Engineering or Manufacturing,51000,500.0,USD,USA,Alabama,Montgomery,2-4,2-4,Master's degree,Non-binary,White,51500.0,51500.0
25-34,"Accounting, Banking & Finance",155000,7000.0,USD,USA,New York,NYC,11-20,11-20,Master's degree,Woman,White,162000.0,162000.0
25-34,"Marketing, Advertising & PR",52500,0.0,CAD,CANADA,,Toronto,8-10,2-4,College degree,Woman,White,52500.0,37800.0
35-44,Nonprofits,85000,0.0,USD,USA,Pennsylvania,Philadelphia ,11-20,8-10,Master's degree,Woman,White,85000.0,85000.0
25-34,biological research,36364,3600.0,GBP,UK,,Oxford,2-4,2-4,PhD,Woman,White,39964.0,53551.76
35-44,Warehousing,46000,0.0,USD,USA,Georgia,McDonough,21-30,11-20,Some college,Man,White,46000.0,46000.0
45-54,Nonprofits,199990,0.0,USD,USA,Virginia,Arlington,21-30,21-30,Master's degree,Man,White,199990.0,199990.0
45-54,Information Technology ,70000,0.0,USD,USA,Indiana,Indianapolis ,21-30,21-30,College degree,Man,White,70000.0,70000.0
35-44,Engineering or Manufacturing,125000,2000.0,USD,USA,Georgia,"Pooler, GA",21-30,21-30,Master's degree,Woman,White,127000.0,127000.0
25-34,Law,265000,0.0,USD,USA,District of Columbia,"Washington, DC",5-7,5-7,"Professional degree (MD, JD, etc.)",Woman,White,265000.0,265000.0
25-34,Real Estate,55000,1500.0,USD,USA,Colorado,Denver,11-20,8-10,College degree,Woman,"Hispanic, Latino, or Spanish origin, White",56500.0,56500.0
25-34,Law,80000,0.0,USD,USA,Washington,"Seattle, Washington",8-10,5-7,College degree,Woman,White,80000.0,80000.0
35-44,Education (Higher Education),61000,0.0,CAD,CANADA,,Vancouver,11-20,2-4,College degree,Non-binary,White,61000.0,43920.0
35-44,Computing or Tech,255000,290000.0,USD,USA,New York,New York,11-20,11-20,Master's degree,Man,White,545000.0,545000.0
25-34,Education (Primary/Secondary),52000,0.0,USD,USA,Wisconsin,Oregon,8-10,8-10,College degree,Woman,White,52000.0,52000.0
25-34,Education (Higher Education),65000,0.0,USD,USA,New York,NYC,5-7,2-4,Master's degree,Woman,White,65000.0,65000.0
35-44,Public Health Research,118000,4000.0,USD,USA,Oregon,Portland,8-10,8-10,PhD,Woman,White,122000.0,122000.0
55-64,"Accounting, Banking & Finance",260000,390000.0,USD,USA,Massachusetts,Boston,21-30,21-30,PhD,Man,White,650000.0,650000.0
25-34,Hospitality & Events,95000,2000.0,USD,USA,California,San Francisco,11-20,11-20,Some college,Woman,"White, Another option not listed here or prefer not to answer",97000.0,97000.0
25-34,Law,65000,6000.0,USD,USA,Minnesota,Twin Cities Metro,5-7,5-7,"Professional degree (MD, JD, etc.)",Woman,White,71000.0,71000.0
35-44,Education (Higher Education),37000,3000.0,USD,USA,Georgia,Franklin Springs,11-20,11-20,Master's degree,Woman,White,40000.0,40000.0
35-44,Recruitment or HR,145000,65000.0,USD,USA,California,San Jose,11-20,8-10,College degree,Man,White,210000.0,210000.0
45-54,market research,64000,0.0,USD,USA,Washington,Seattle,21-30,8-10,College degree,Non-binary,White,64000.0,64000.0
35-44,"Marketing, Advertising & PR",59500,3000.0,USD,USA,Iowa,Des Moines,11-20,2-4,College degree,Man,White,62500.0,62500.0
45-54,Nonprofits,90000,0.0,USD,USA,Massachusetts,Boston,11-20,8-10,Master's degree,Woman,White,90000.0,90000.0
25-34,Administrative Work,51000,5000.0,USD,USA,Minnesota,Saint Paul,8-10,2-4,College degree,Woman,White,56000.0,56000.0
45-54,"Accounting, Banking & Finance",70000,2000.0,USD,USA,Pennsylvania,prefer not to answer,21-30,21-30,College degree,Woman,White,72000.0,72000.0
18-24,Education (Primary/Secondary),27000,1200.0,USD,USA,Texas,Austin,2-4,2-4,College degree,Woman,White,28200.0,28200.0
25-34,Computing or Tech,125000,45600.0,USD,USA,Washington,Seattle,8-10,8-10,Master's degree,Woman,White,170600.0,170600.0
25-34,Health care,65000,0.0,USD,USA,New York,New York,11-20,11-20,Master's degree,Woman,White,65000.0,65000.0
35-44,Computing or Tech,89000,1500.0,USD,USA,New Jersey,Princeton,8-10,5-7,Master's degree,Woman,White,90500.0,90500.0
35-44,Nonprofits,52000,2500.0,USD,USA,Minnesota,Minneapolis,5-7,5-7,College degree,Man,White,54500.0,54500.0
35-44,project management,77625,0.0,USD,USA,Oregon,"Bend, OR",11-20,5-7,College degree,Woman,White,77625.0,77625.0
35-44,Nonprofits,52000,0.0,USD,USA,Oregon,Eugene,11-20,11-20,Master's degree,Woman,White,52000.0,52000.0
45-54,Education (Primary/Secondary),31000,500.0,USD,USA,Wisconsin,Madison,11-20,11-20,Master's degree,Woman,White,31500.0,31500.0
25-34,Recruitment or HR,38000,0.0,USD,USA,Washington,Seattle,5-7,5-7,College degree,Woman,White,38000.0,38000.0
35-44,Law,200000,0.0,USD,USA,Minnesota,Minneapolis ,11-20,11-20,"Professional degree (MD, JD, etc.)",Woman,White,200000.0,200000.0
25-34,Engineering or Manufacturing,87000,4000.0,USD,USA,Massachusetts,Boston,8-10,8-10,Master's degree,Woman,White,91000.0,91000.0
18-24,Entertainment,51500,0.0,USD,USA,New York,New York City,2-4,2-4,College degree,Woman,"Asian or Asian American, White",51500.0,51500.0
35-44,Utilities & Telecommunications,150000,15000.0,USD,USA,Oklahoma,Tulsa,11-20,11-20,"Professional degree (MD, JD, etc.)",Man,"Native American or Alaska Native, White",165000.0,165000.0
25-34,Education (Higher Education),29000,0.0,USD,USA,California,Berkeley,2-4,0-1,College degree,Woman,White,29000.0,29000.0
25-34,Education (Higher Education),39000,0.0,USD,USA,Pennsylvania,Pittsburgh,8-10,8-10,Master's degree,Woman,White,39000.0,39000.0
55-64,"Accounting, Banking & Finance",132000,10000.0,USD,USA,Delaware,Wilmington,21-30,11-20,Master's degree,Woman,White,142000.0,142000.0
35-44,Nonprofits,60000,300.0,USD,USA,District of Columbia,D.C.,8-10,2-4,PhD,Woman,White,60300.0,60300.0
55-64,"Accounting, Banking & Finance",160000,0.0,USD,USA,Florida,Jacksonville,21-30,21-30,Master's degree,Woman,Asian or Asian American,160000.0,160000.0
25-34,Nonprofits,37000,0.0,USD,USA,New York,Buffalo,8-10,5-7,Master's degree,Woman,White,37000.0,37000.0
25-34,Architecture,78000,1000.0,USD,USA,New York,New York City,8-10,8-10,"Professional degree (MD, JD, etc.)",Woman,White,79000.0,79000.0
